"","parent_location","country","sex","cause","cause_indicator","pollution_type","value","low_value","high_value"
"266","Africa","Burkina Faso","Both sexes","Total","ENVCAUSE000","ambient and household",206.2,186.2,224.8
"267","Africa","Burkina Faso","Both sexes","Total","ENVCAUSE000","household",119.01,114.38,121.9
"268","Africa","Burkina Faso","Male","Total","ENVCAUSE000","ambient",97.67,79.59,115.8
"269","Africa","Burkina Faso","Male","Total","ENVCAUSE000","ambient and household",222.8,199.4,243.8
"270","Africa","Burkina Faso","Male","Total","ENVCAUSE000","household",125.13,119.81,128
"271","Africa","Burundi","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.29,0.17,0.42
"272","Africa","Burundi","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.96,0.74,1.16
"273","Africa","Burundi","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.67,0.57,0.74
"274","Africa","Burundi","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.3,0.18,0.44
"275","Africa","Burundi","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.08,0.87,1.26
"276","Africa","Burundi","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.78,0.69,0.82
"277","Africa","Burundi","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.32,0.19,0.46
"278","Africa","Burundi","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.19,0.97,1.36
"279","Africa","Burundi","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.87,0.78,0.9
"280","Africa","Burundi","Male","Stroke","ENVCAUSE114","ambient",13.54,11.17,16.05
"281","Africa","Burundi","Male","Stroke","ENVCAUSE114","ambient and household",33.96,29.66,38.41
"282","Africa","Burundi","Male","Stroke","ENVCAUSE114","household",20.42,18.49,22.36
"283","Africa","Burundi","Both sexes","Stroke","ENVCAUSE114","ambient",14.3,11.8,17.17
"284","Africa","Burundi","Both sexes","Stroke","ENVCAUSE114","ambient and household",37.57,33.07,42.29
"285","Africa","Burundi","Both sexes","Stroke","ENVCAUSE114","household",23.27,21.27,25.12
"286","Africa","Burundi","Female","Stroke","ENVCAUSE114","ambient",14.87,12.18,18.05
"287","Africa","Burundi","Female","Stroke","ENVCAUSE114","ambient and household",40.49,35.5,45.43
"288","Africa","Burundi","Female","Stroke","ENVCAUSE114","household",25.62,23.32,27.38
"289","Africa","Burundi","Female","Ischaemic heart disease","ENVCAUSE113","ambient",17.5,14.3,20.59
"290","Africa","Burundi","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",42.25,37.49,47.08
"291","Africa","Burundi","Female","Ischaemic heart disease","ENVCAUSE113","household",24.75,23.19,26.49
"292","Africa","Burundi","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",19.4,16.21,22.35
"293","Africa","Burundi","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",45.21,40.42,49.86
"294","Africa","Burundi","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",25.81,24.21,27.51
"295","Africa","Burundi","Male","Ischaemic heart disease","ENVCAUSE113","ambient",21.33,18.05,24.47
"296","Africa","Burundi","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",47.98,43.01,53.16
"297","Africa","Burundi","Male","Ischaemic heart disease","ENVCAUSE113","household",26.65,24.96,28.69
"298","Africa","Burundi","Female","Lower respiratory infections","ENVCAUSE039","ambient",26.41,18.37,35.11
"299","Africa","Burundi","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",71.69,61.14,79.86
"300","Africa","Burundi","Female","Lower respiratory infections","ENVCAUSE039","household",45.28,42.77,44.75
"301","Africa","Burundi","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",28.57,19.86,37.97
"302","Africa","Burundi","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",75.97,64.72,84.94
"303","Africa","Burundi","Both sexes","Lower respiratory infections","ENVCAUSE039","household",47.4,44.86,46.97
"304","Africa","Burundi","Male","Lower respiratory infections","ENVCAUSE039","ambient",30.99,21.55,41.19
"305","Africa","Burundi","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",80.74,68.64,90.52
"306","Africa","Burundi","Male","Lower respiratory infections","ENVCAUSE039","household",49.75,47.09,49.33
"307","Africa","Burundi","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",6.27,3.5,9.53
"308","Africa","Burundi","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",17.48,14.19,19.8
"309","Africa","Burundi","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",11.21,10.69,10.27
"310","Africa","Burundi","Female","Total","ENVCAUSE000","ambient",65.36,52.27,78.46
"311","Africa","Burundi","Female","Total","ENVCAUSE000","ambient and household",173.1,156.9,187.3
"312","Africa","Burundi","Female","Total","ENVCAUSE000","household",107.74,104.63,108.84
"313","Africa","Burundi","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",7.72,4.31,11.74
"314","Africa","Burundi","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",20.04,14.69,23.86
"315","Africa","Burundi","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",12.32,10.38,12.12
"316","Africa","Burundi","Both sexes","Total","ENVCAUSE000","ambient",70.29,56.08,84.44
"317","Africa","Burundi","Both sexes","Total","ENVCAUSE000","ambient and household",179.9,163,195.2
"318","Africa","Burundi","Both sexes","Total","ENVCAUSE000","household",109.61,106.92,110.76
"319","Africa","Burundi","Male","Total","ENVCAUSE000","ambient",75.64,60.22,91.14
"320","Africa","Burundi","Male","Total","ENVCAUSE000","ambient and household",186.8,167.8,204.5
"321","Africa","Burundi","Male","Total","ENVCAUSE000","household",111.16,107.58,113.36
"322","Africa","Burundi","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",9.48,5.29,14.41
"323","Africa","Burundi","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",23.16,12.77,30.33
"324","Africa","Burundi","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",13.68,7.48,15.92
"325","Africa","Cabo Verde","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.25,0.14,0.36
"326","Africa","Cabo Verde","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.59,0.39,0.86
"327","Africa","Cabo Verde","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.34,0.25,0.5
"328","Africa","Cabo Verde","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.38,0.22,0.55
"329","Africa","Cabo Verde","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.82,0.53,1.21
"330","Africa","Cabo Verde","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.44,0.31,0.66
"331","Africa","Cabo Verde","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.56,0.33,0.82
"332","Africa","Cabo Verde","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.14,0.73,1.71
"333","Africa","Cabo Verde","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.58,0.4,0.89
"334","Africa","Cabo Verde","Both sexes","Stroke","ENVCAUSE114","ambient",10.21,7.46,14.2
"335","Africa","Cabo Verde","Both sexes","Stroke","ENVCAUSE114","ambient and household",16.39,12.16,23.66
"336","Africa","Cabo Verde","Both sexes","Stroke","ENVCAUSE114","household",6.18,4.7,9.46
"337","Africa","Cabo Verde","Male","Stroke","ENVCAUSE114","ambient",11.89,8.96,16
"338","Africa","Cabo Verde","Male","Stroke","ENVCAUSE114","ambient and household",18.5,13.91,26.33
"339","Africa","Cabo Verde","Male","Stroke","ENVCAUSE114","household",6.61,4.95,10.33
"340","Africa","Cabo Verde","Female","Lower respiratory infections","ENVCAUSE039","ambient",13.57,9.22,18.27
"341","Africa","Cabo Verde","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",25.19,18.85,34.01
"342","Africa","Cabo Verde","Female","Lower respiratory infections","ENVCAUSE039","household",11.62,9.63,15.74
"343","Africa","Cabo Verde","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient",18.05,12.26,24.3
"344","Africa","Cabo Verde","Both sexes","Lower respiratory infections","ENVCAUSE039","ambient and household",32.53,24.22,43.63
"345","Africa","Cabo Verde","Both sexes","Lower respiratory infections","ENVCAUSE039","household",14.48,11.96,19.33
"346","Africa","Cabo Verde","Female","Ischaemic heart disease","ENVCAUSE113","ambient",23.04,17.11,29.19
"347","Africa","Cabo Verde","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",35.36,26.49,49.89
"348","Africa","Cabo Verde","Female","Ischaemic heart disease","ENVCAUSE113","household",12.32,9.38,20.7
"349","Africa","Cabo Verde","Male","Lower respiratory infections","ENVCAUSE039","ambient",24.69,16.76,33.23
"350","Africa","Cabo Verde","Male","Lower respiratory infections","ENVCAUSE039","ambient and household",43.36,32.05,57.83
"351","Africa","Cabo Verde","Male","Lower respiratory infections","ENVCAUSE039","household",18.67,15.29,24.6
"352","Africa","Cabo Verde","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",26.65,20.16,33.34
"353","Africa","Cabo Verde","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",40.08,30.36,56.17
"354","Africa","Cabo Verde","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",13.43,10.2,22.83
"355","Africa","Cabo Verde","Male","Ischaemic heart disease","ENVCAUSE113","ambient",31.91,24.69,39.14
"356","Africa","Cabo Verde","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",46.92,35.78,64.55
"357","Africa","Cabo Verde","Male","Ischaemic heart disease","ENVCAUSE113","household",15.01,11.09,25.41
"358","Africa","Cabo Verde","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",4.87,2.7,7.43
"359","Africa","Cabo Verde","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",9.13,6.45,12.72
"360","Africa","Cabo Verde","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",4.26,3.75,5.29
"361","Africa","Cabo Verde","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",5.45,3.02,8.31
"362","Africa","Cabo Verde","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",9.68,6.82,13.15
"363","Africa","Cabo Verde","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",4.23,3.8,4.84
"364","Africa","Cabo Verde","Female","Total","ENVCAUSE000","ambient",50.75,42.77,59.5
"365","Africa","Cabo Verde","Female","Total","ENVCAUSE000","ambient and household",85.16,68.67,115.4
"366","Africa","Cabo Verde","Female","Total","ENVCAUSE000","household",34.41,25.9,55.9
"367","Africa","Cabo Verde","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",6.35,3.52,9.68
"368","Africa","Cabo Verde","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",10.53,6.15,15.22
"369","Africa","Cabo Verde","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",4.18,2.63,5.54
"370","Africa","Cabo Verde","Both sexes","Total","ENVCAUSE000","ambient",60.73,51.34,70.68
"371","Africa","Cabo Verde","Both sexes","Total","ENVCAUSE000","ambient and household",99.48,80.86,132.1
"372","Africa","Cabo Verde","Both sexes","Total","ENVCAUSE000","household",38.75,29.52,61.42
"373","Africa","Cabo Verde","Male","Total","ENVCAUSE000","ambient",75.4,64.37,87.6
"374","Africa","Cabo Verde","Male","Total","ENVCAUSE000","ambient and household",120.4,98.21,159.1
"375","Africa","Cabo Verde","Male","Total","ENVCAUSE000","household",45,33.84,71.5
"376","Africa","Cabo Verde","Female","Stroke","ENVCAUSE114","ambient",9.02,6.39,12.84
"377","Africa","Cabo Verde","Female","Stroke","ENVCAUSE114","ambient and household",14.89,10.81,21.74
"378","Africa","Cabo Verde","Female","Stroke","ENVCAUSE114","household",5.87,4.42,8.9
"379","Africa","Cameroon","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.35,0.24,0.46
"380","Africa","Cameroon","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",0.83,0.68,0.96
"381","Africa","Cameroon","Female","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.48,0.44,0.5
"382","Africa","Cameroon","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.46,0.31,0.61
"383","Africa","Cameroon","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.01,0.8,1.2
"384","Africa","Cameroon","Both sexes","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.55,0.49,0.59
"385","Africa","Cameroon","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient",0.57,0.38,0.75
"386","Africa","Cameroon","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","ambient and household",1.2,0.91,1.45
"387","Africa","Cameroon","Male","Trachea, bronchus, lung cancers","ENVCAUSE068","household",0.63,0.53,0.7
"388","Africa","Cameroon","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",10.52,6.62,14.86
"389","Africa","Cameroon","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",21.14,17.22,24.2
"390","Africa","Cameroon","Female","Chronic obstructive pulmonary disease","ENVCAUSE118","household",10.62,10.6,9.34
"391","Africa","Cameroon","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",11.7,7.36,16.52
"392","Africa","Cameroon","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",22.26,17.32,26.21
"393","Africa","Cameroon","Both sexes","Chronic obstructive pulmonary disease","ENVCAUSE118","household",10.56,9.96,9.69
"394","Africa","Cameroon","Both sexes","Total","ENVCAUSE000","ambient",110.5,96.2,125.4
"395","Africa","Cameroon","Both sexes","Total","ENVCAUSE000","ambient and household",208.1,182,231.1
"396","Africa","Cameroon","Both sexes","Total","ENVCAUSE000","household",97.6,85.8,105.7
"397","Africa","Cameroon","Male","Total","ENVCAUSE000","ambient",124.8,108.3,141.6
"398","Africa","Cameroon","Male","Total","ENVCAUSE000","ambient and household",228.3,199.3,254.7
"399","Africa","Cameroon","Male","Total","ENVCAUSE000","household",103.5,91,113.1
"400","Africa","Cameroon","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient",13.19,8.3,18.62
"401","Africa","Cameroon","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","ambient and household",23.76,15.03,30.42
"402","Africa","Cameroon","Male","Chronic obstructive pulmonary disease","ENVCAUSE118","household",10.57,6.73,11.8
"403","Africa","Cameroon","Male","Stroke","ENVCAUSE114","ambient",18.96,16.4,21.84
"404","Africa","Cameroon","Male","Stroke","ENVCAUSE114","ambient and household",36.36,31.49,41.91
"405","Africa","Cameroon","Male","Stroke","ENVCAUSE114","household",17.4,15.09,20.07
"406","Africa","Cameroon","Both sexes","Stroke","ENVCAUSE114","ambient",19.28,16.33,22.44
"407","Africa","Cameroon","Both sexes","Stroke","ENVCAUSE114","ambient and household",38.49,33.41,44.15
"408","Africa","Cameroon","Both sexes","Stroke","ENVCAUSE114","household",19.21,17.08,21.71
"409","Africa","Cameroon","Female","Stroke","ENVCAUSE114","ambient",19.39,16.25,22.79
"410","Africa","Cameroon","Female","Stroke","ENVCAUSE114","ambient and household",40,34.45,46.19
"411","Africa","Cameroon","Female","Stroke","ENVCAUSE114","household",20.61,18.2,23.4
"412","Africa","Cameroon","Female","Ischaemic heart disease","ENVCAUSE113","ambient",22.25,18.45,26.04
"413","Africa","Cameroon","Female","Ischaemic heart disease","ENVCAUSE113","ambient and household",42.99,37.3,49.57
"414","Africa","Cameroon","Female","Ischaemic heart disease","ENVCAUSE113","household",20.74,18.85,23.53
"415","Africa","Cameroon","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient",26.54,22.5,30.59
"416","Africa","Cameroon","Both sexes","Ischaemic heart disease","ENVCAUSE113","ambient and household",49.62,43.54,56.28
"417","Africa","Cameroon","Both sexes","Ischaemic heart disease","ENVCAUSE113","household",23.08,21.04,25.69
"418","Africa","Cameroon","Male","Ischaemic heart disease","ENVCAUSE113","ambient",31.23,26.97,35.62
"419","Africa","Cameroon","Male","Ischaemic heart disease","ENVCAUSE113","ambient and household",56.79,49.92,64.34
"420","Africa","Cameroon","Male","Ischaemic heart disease","ENVCAUSE113","household",25.56,22.95,28.72
"421","Africa","Cameroon","Female","Lower respiratory infections","ENVCAUSE039","ambient",45.1,35.86,54.47
"422","Africa","Cameroon","Female","Lower respiratory infections","ENVCAUSE039","ambient and household",84.71,70.61,95.65
"423","Africa","Cameroon","Female","Lower respiratory infections","ENVCAUSE039","household",39.61,34.75,41.18
